,time,type,key,slot,player_slot,id,avg_mmr,unit
0,-87,chatwheel,468,4,4,6936694911,5149,
1,-86,chatwheel,349,4,4,6936694911,5149,
2,-82,chatwheel,56001,7,130,6936694911,5149,
3,-80,chatwheel,586,6,129,6936694911,5149,
4,-80,chatwheel,56002,7,130,6936694911,5149,
5,-72,chatwheel,21001,1,1,6936694911,5149,
6,-71,chatwheel,21001,1,1,6936694911,5149,
7,-68,chatwheel,586,6,129,6936694911,5149,
8,-3,chatwheel,21001,1,1,6936694911,5149,
9,53,chatwheel,166,9,132,6936694911,5149,
10,61,chatwheel,54,3,3,6936694911,5149,
11,179,chatwheel,90,3,3,6936694911,5149,
12,250,chatwheel,14001,8,131,6936694911,5149,
13,300,chatwheel,71,0,0,6936694911,5149,
14,300,chatwheel,71,0,0,6936694911,5149,
15,451,chatwheel,7,1,1,6936694911,5149,
16,481,chatwheel,54,8,131,6936694911,5149,
17,595,chatwheel,54,3,3,6936694911,5149,
18,630,chatwheel,2,3,3,6936694911,5149,
19,634,chatwheel,71,4,4,6936694911,5149,
20,645,chatwheel,15001,5,128,6936694911,5149,
21,646,chatwheel,15001,5,128,6936694911,5149,
22,654,chatwheel,14001,8,131,6936694911,5149,
23,736,chatwheel,62,1,1,6936694911,5149,
24,967,chatwheel,114001,3,3,6936694911,5149,
25,1025,chatwheel,440,1,1,6936694911,5149,
26,1025,chatwheel,440,1,1,6936694911,5149,
27,1027,chat,xd,0,0,6936694911,5149,
28,1109,chatwheel,15001,5,128,6936694911,5149,
29,1129,chatwheel,54,3,3,6936694911,5149,
30,1144,chatwheel,90,3,3,6936694911,5149,
31,1149,chatwheel,71,9,132,6936694911,5149,
32,1413,chatwheel,2,3,3,6936694911,5149,
33,1413,chatwheel,2,3,3,6936694911,5149,
34,1416,chatwheel,14001,8,131,6936694911,5149,
35,1489,chatwheel,132,3,3,6936694911,5149,
36,1569,chatwheel,114001,3,3,6936694911,5149,
37,1621,chatwheel,54,3,3,6936694911,5149,
38,1644,chatwheel,114001,3,3,6936694911,5149,
39,1724,chatwheel,70,3,3,6936694911,5149,
40,1731,chatwheel,71,8,131,6936694911,5149,
41,1734,chatwheel,71,8,131,6936694911,5149,
42,1873,chatwheel,71,8,131,6936694911,5149,
43,1980,chatwheel,90,3,3,6936694911,5149,
44,1982,chatwheel,15001,5,128,6936694911,5149,
45,1994,chatwheel,114001,3,3,6936694911,5149,
46,1996,chatwheel,21001,1,1,6936694911,5149,
47,1996,chatwheel,21001,1,1,6936694911,5149,
48,2096,chatwheel,114001,3,3,6936694911,5149,
49,2099,chatwheel,14001,8,131,6936694911,5149,
50,2099,chatwheel,14001,8,131,6936694911,5149,
51,2348,chatwheel,349,4,4,6936694911,5149,
0,-70,chatwheel,91001,7,130,6940585710,3066,
1,-70,chatwheel,91001,7,130,6940585710,3066,
2,-65,chatwheel,453,7,130,6940585710,3066,
3,-65,chatwheel,463,7,130,6940585710,3066,
4,86,chatwheel,30002,5,128,6940585710,3066,
5,277,chatwheel,2,5,128,6940585710,3066,
6,278,chat,report zeuss,4,4,6940585710,3066,
7,351,chatwheel,71,1,1,6940585710,3066,
8,415,chatwheel,71,0,0,6940585710,3066,
9,504,chatwheel,71,2,2,6940585710,3066,
10,504,chatwheel,71,2,2,6940585710,3066,
11,557,chatwheel,71,7,130,6940585710,3066,
12,609,chatwheel,450,1,1,6940585710,3066,
13,818,chatwheel,71,4,4,6940585710,3066,
14,1009,chat,rep,4,4,6940585710,3066,
15,1020,chat,? WHY,6,129,6940585710,3066,
16,1156,chat,вичблейд это ты?,8,131,6940585710,3066,
17,1170,chat,разлогинься,7,130,6940585710,3066,
18,1727,chatwheel,40034,3,3,6940585710,3066,
19,1853,chatwheel,450,1,1,6940585710,3066,
20,1935,chatwheel,40059,3,3,6940585710,3066,
21,2054,chatwheel,91001,7,130,6940585710,3066,
22,2055,chatwheel,91001,7,130,6940585710,3066,
23,2253,chatwheel,2,6,129,6940585710,3066,
24,2256,chatwheel,2,6,129,6940585710,3066,
25,2262,chatwheel,2,6,129,6940585710,3066,
0,-24,chatwheel,66,3,3,6935092217,6115,
1,13,chatwheel,66,3,3,6935092217,6115,
2,101,chatwheel,102004,7,130,6935092217,6115,
3,121,chatwheel,5,3,3,6935092217,6115,
4,144,chatwheel,102001,7,130,6935092217,6115,
5,147,chatwheel,7,3,3,6935092217,6115,
6,148,chatwheel,7,3,3,6935092217,6115,
7,152,chatwheel,71,4,4,6935092217,6115,
8,152,chatwheel,71,4,4,6935092217,6115,
9,181,chatwheel,51001,8,131,6935092217,6115,
10,181,chatwheel,51001,8,131,6935092217,6115,
11,190,chatwheel,50,7,130,6935092217,6115,
12,217,chatwheel,102001,7,130,6935092217,6115,
13,218,chatwheel,102004,7,130,6935092217,6115,
14,260,chatwheel,51,7,130,6935092217,6115,
15,261,chatwheel,69,7,130,6935092217,6115,
16,295,chatwheel,71,7,130,6935092217,6115,
17,295,chatwheel,71,7,130,6935092217,6115,
18,296,chatwheel,51001,8,131,6935092217,6115,
19,296,chatwheel,51001,8,131,6935092217,6115,
20,298,chatwheel,575,9,132,6935092217,6115,
21,372,chatwheel,51,7,130,6935092217,6115,
22,424,chatwheel,71,3,3,6935092217,6115,
23,426,chatwheel,65001,4,4,6935092217,6115,
24,426,chatwheel,65001,4,4,6935092217,6115,
25,431,chatwheel,71,7,130,6935092217,6115,
26,431,chatwheel,71,7,130,6935092217,6115,
27,449,chatwheel,102001,7,130,6935092217,6115,
28,449,chatwheel,102001,7,130,6935092217,6115,
29,470,chatwheel,7,7,130,6935092217,6115,
30,501,chatwheel,61,3,3,6935092217,6115,
31,535,chatwheel,61,3,3,6935092217,6115,
32,569,chatwheel,61,3,3,6935092217,6115,
33,637,chatwheel,3,3,3,6935092217,6115,
34,710,chatwheel,61,3,3,6935092217,6115,
35,713,chatwheel,100001,1,1,6935092217,6115,
36,724,chatwheel,2,3,3,6935092217,6115,
37,728,chatwheel,76,2,2,6935092217,6115,
38,735,chatwheel,83001,3,3,6935092217,6115,
39,762,chatwheel,2,3,3,6935092217,6115,
40,826,chatwheel,1,7,130,6935092217,6115,
41,852,chatwheel,71,5,128,6935092217,6115,
42,852,chatwheel,71,5,128,6935092217,6115,
43,887,chatwheel,61,3,3,6935092217,6115,
44,904,chatwheel,86001,9,132,6935092217,6115,
45,904,chatwheel,65002,4,4,6935092217,6115,
46,904,chatwheel,575,9,132,6935092217,6115,
47,904,chatwheel,441,9,132,6935092217,6115,
48,906,chatwheel,61,3,3,6935092217,6115,
49,974,chatwheel,61,3,3,6935092217,6115,
50,974,chatwheel,61,3,3,6935092217,6115,
51,986,chatwheel,61,3,3,6935092217,6115,
52,1015,chatwheel,66,3,3,6935092217,6115,
53,1024,chatwheel,71,4,4,6935092217,6115,
54,1053,chatwheel,71,3,3,6935092217,6115,
55,1070,chatwheel,71,1,1,6935092217,6115,
56,1074,chatwheel,66,3,3,6935092217,6115,
57,1108,chatwheel,51001,8,131,6935092217,6115,
58,1108,chatwheel,51001,8,131,6935092217,6115,
59,1123,chatwheel,61,3,3,6935092217,6115,
60,1124,chatwheel,61,3,3,6935092217,6115,
61,1200,chatwheel,61,3,3,6935092217,6115,
62,1243,chatwheel,5,3,3,6935092217,6115,
63,1246,chatwheel,83001,3,3,6935092217,6115,
64,1248,chatwheel,7,3,3,6935092217,6115,
65,1248,chatwheel,7,3,3,6935092217,6115,
66,1264,chatwheel,71,3,3,6935092217,6115,
67,1265,chatwheel,71,3,3,6935092217,6115,
68,1288,chatwheel,61,3,3,6935092217,6115,
69,1324,chatwheel,61,3,3,6935092217,6115,
70,1370,chat,ned,6,129,6935092217,6115,
71,1371,chat,end,6,129,6935092217,6115,
72,1373,chat,no  def,6,129,6935092217,6115,
73,1376,chatwheel,61,3,3,6935092217,6115,
74,1376,chatwheel,7,3,3,6935092217,6115,
75,1398,chat,end mid,9,132,6935092217,6115,
76,1468,chatwheel,66,3,3,6935092217,6115,
77,1502,chatwheel,2,3,3,6935092217,6115,
78,1506,chat,snesite,6,129,6935092217,6115,
79,1507,chat,fastom,6,129,6935092217,6115,
80,1599,chatwheel,66,3,3,6935092217,6115,
81,1612,chatwheel,35001,6,129,6935092217,6115,
82,1612,chatwheel,35002,6,129,6935092217,6115,
83,1619,chat,gg wp nice game thx for free pts,2,2,6935092217,6115,tv/vkusotca
84,1680,chatwheel,83001,3,3,6935092217,6115,
0,-65,chatwheel,30002,1,1,6932448906,3011,
1,-60,chatwheel,30002,1,1,6932448906,3011,
2,-55,chatwheel,345,7,130,6932448906,3011,
3,-46,chatwheel,345,7,130,6932448906,3011,
4,-42,chatwheel,345,7,130,6932448906,3011,
5,-39,chatwheel,345,7,130,6932448906,3011,
6,11,chatwheel,440,0,0,6932448906,3011,
7,13,chatwheel,440,7,130,6932448906,3011,
8,15,chatwheel,30001,1,1,6932448906,3011,
9,16,chatwheel,15002,6,129,6932448906,3011,
10,243,chatwheel,71,1,1,6932448906,3011,
11,352,chatwheel,71,1,1,6932448906,3011,
12,394,chatwheel,71,4,4,6932448906,3011,
13,404,chatwheel,71,5,128,6932448906,3011,
14,442,chatwheel,71,0,0,6932448906,3011,
15,442,chatwheel,71,0,0,6932448906,3011,
16,445,chatwheel,71,1,1,6932448906,3011,
17,975,chatwheel,18001,2,2,6932448906,3011,
18,979,chatwheel,10,2,2,6932448906,3011,
19,1042,chatwheel,68,2,2,6932448906,3011,
20,1232,chatwheel,68,2,2,6932448906,3011,
21,1251,chatwheel,18001,2,2,6932448906,3011,
22,1420,chatwheel,18001,2,2,6932448906,3011,
23,1420,chatwheel,18001,2,2,6932448906,3011,
24,1500,chat,comeback,1,1,6932448906,3011,
25,1513,chat,tahnk you master,1,1,6932448906,3011,
26,1734,chatwheel,18001,2,2,6932448906,3011,
27,1917,chatwheel,18001,2,2,6932448906,3011,
28,1986,chatwheel,18001,2,2,6932448906,3011,
29,2013,chatwheel,18001,2,2,6932448906,3011,
30,2133,chatwheel,18001,2,2,6932448906,3011,
31,2265,chat,g sven,5,128,6932448906,3011,
32,2266,chat,sven so fat,6,129,6932448906,3011,
33,2267,chat,1vs1,5,128,6932448906,3011,
34,2270,chat,come,5,128,6932448906,3011,
35,2273,chat,im here,5,128,6932448906,3011,
36,2361,chat,wheres 1 v1,2,2,6932448906,3011,
37,2366,chat,i cant see u,2,2,6932448906,3011,
38,2367,chat,sorry,5,128,6932448906,3011,
39,2376,chat,1 hit,2,2,6932448906,3011,
40,2379,chat,sorry,5,128,6932448906,3011,
41,2381,chat,u win,5,128,6932448906,3011,
42,2384,chat,cumback by wd,6,129,6932448906,3011,
43,2385,chat,ignorant,2,2,6932448906,3011,
44,2390,chat,still lose,7,130,6932448906,3011,
0,256,chatwheel,70001,6,129,6936992703,4241,
1,292,chatwheel,444,7,130,6936992703,4241,
2,374,chatwheel,64,5,128,6936992703,4241,
3,375,chatwheel,7,5,128,6936992703,4241,
4,396,chatwheel,71,4,4,6936992703,4241,
5,489,chatwheel,11,7,130,6936992703,4241,
6,493,chatwheel,71,1,1,6936992703,4241,
7,519,chatwheel,71,4,4,6936992703,4241,
8,520,chatwheel,71,4,4,6936992703,4241,
9,525,chatwheel,71,1,1,6936992703,4241,
10,525,chatwheel,71,1,1,6936992703,4241,
11,685,chatwheel,9,6,129,6936992703,4241,
12,712,chatwheel,71,1,1,6936992703,4241,
13,719,chatwheel,71,1,1,6936992703,4241,
14,808,chatwheel,71,4,4,6936992703,4241,
15,808,chatwheel,71,4,4,6936992703,4241,
16,887,chatwheel,71,8,131,6936992703,4241,
17,887,chatwheel,71,8,131,6936992703,4241,
18,890,chatwheel,70001,6,129,6936992703,4241,
19,1018,chatwheel,58,2,2,6936992703,4241,
20,1018,chatwheel,7,6,129,6936992703,4241,
21,1018,chatwheel,7,2,2,6936992703,4241,
22,1022,chatwheel,7,2,2,6936992703,4241,
23,1023,chatwheel,7,2,2,6936992703,4241,
24,1024,chatwheel,7,2,2,6936992703,4241,
25,1025,chatwheel,7,2,2,6936992703,4241,
26,1027,chatwheel,7,2,2,6936992703,4241,
27,1027,chatwheel,7,2,2,6936992703,4241,
28,1029,chatwheel,7,2,2,6936992703,4241,
29,1029,chatwheel,7,2,2,6936992703,4241,
30,1033,chatwheel,7,2,2,6936992703,4241,
31,1034,chatwheel,7,2,2,6936992703,4241,
32,1035,chatwheel,7,2,2,6936992703,4241,
33,1036,chatwheel,7,2,2,6936992703,4241,
34,1038,chatwheel,7,2,2,6936992703,4241,
35,1038,chatwheel,7,2,2,6936992703,4241,
36,1040,chatwheel,7,2,2,6936992703,4241,
37,1041,chatwheel,7,2,2,6936992703,4241,
38,1078,chatwheel,7,2,2,6936992703,4241,
39,1078,chatwheel,7,2,2,6936992703,4241,
40,1321,chat,HAHAHAHAHAHAHAHAHAHAHAHAHAHA,2,2,6936992703,4241,
41,1325,chat,KUNKKA METEORO,2,2,6936992703,4241,
42,1330,chat,AHAHAHAHAHAHAHAHAHAHAHAHAHAHAH,2,2,6936992703,4241,
43,1530,chatwheel,71,1,1,6936992703,4241,
44,1768,chatwheel,53,2,2,6936992703,4241,
45,1770,chatwheel,53,2,2,6936992703,4241,
46,1771,chatwheel,53,2,2,6936992703,4241,
47,1773,chatwheel,53,2,2,6936992703,4241,
48,1773,chatwheel,53,2,2,6936992703,4241,
49,1836,chat,end mdi,2,2,6936992703,4241,
50,1836,chat,QUE KUNKKA FDP ,3,3,6936992703,4241,
51,1838,chat,fast,2,2,6936992703,4241,
52,1841,chat,O CARA TE SALVOU ,3,3,6936992703,4241,
53,1844,chat,end mid,2,2,6936992703,4241,
54,1845,chat,ALÉM DE TE FEEDAR,3,3,6936992703,4241,
55,1921,chatwheel,7,6,129,6936992703,4241,
56,2005,chat,agora que é pra usar não usa,3,3,6936992703,4241,
57,2030,chat,EZ KUNKKA NO OFF,2,2,6936992703,4241,
58,2032,chat,END,2,2,6936992703,4241,
59,2079,chat,HAHAHAH,2,2,6936992703,4241,
60,2108,chat,kkkkkkk,2,2,6936992703,4241,
61,2115,chat,kkkkkkk,9,132,6936992703,4241,
62,2208,chatwheel,7,6,129,6936992703,4241,
63,2366,chat,esse kunkka só fodeu o jogo todo ,3,3,6936992703,4241,
64,2385,chat,?,5,128,6936992703,4241,
0,384,chatwheel,71,0,0,6941121405,1907,
1,830,chatwheel,167,1,1,6941121405,1907,
2,899,chat,这么执着,0,0,6941121405,1907,
3,1206,chatwheel,95,1,1,6941121405,1907,
4,1459,chatwheel,71,9,132,6941121405,1907,
5,1542,chat,.....,3,3,6941121405,1907,
6,1558,chat,我只想拆塔 ,3,3,6941121405,1907,
