,time,type,key,slot,player_slot,id,avg_mmr
0,-103,chatwheel,7,8,131,6930845118,5967
1,-73,chatwheel,7,8,131,6930845118,5967
2,-61,chatwheel,25003,8,131,6930845118,5967
3,-59,chatwheel,25003,8,131,6930845118,5967
4,-57,chatwheel,440,0,0,6930845118,5967
5,-56,chatwheel,440,0,0,6930845118,5967
6,-46,chatwheel,0,6,129,6930845118,5967
7,-29,chatwheel,1,8,131,6930845118,5967
8,7,chatwheel,136001,7,130,6930845118,5967
9,7,chatwheel,25001,8,131,6930845118,5967
10,13,chatwheel,588,6,129,6930845118,5967
11,15,chatwheel,582,5,128,6930845118,5967
12,18,chatwheel,25001,8,131,6930845118,5967
13,34,chatwheel,1,7,130,6930845118,5967
14,176,chatwheel,7,0,0,6930845118,5967
15,180,chatwheel,7,0,0,6930845118,5967
16,195,chatwheel,69001,0,0,6930845118,5967
17,218,chatwheel,2,7,130,6930845118,5967
18,223,chatwheel,1,8,131,6930845118,5967
19,275,chatwheel,136001,7,130,6930845118,5967
20,362,chatwheel,63,6,129,6930845118,5967
21,363,chatwheel,25001,8,131,6930845118,5967
22,378,chatwheel,114004,2,2,6930845118,5967
23,387,chatwheel,7,0,0,6930845118,5967
24,388,chatwheel,7,0,0,6930845118,5967
25,430,chatwheel,1,7,130,6930845118,5967
26,437,chatwheel,25001,8,131,6930845118,5967
27,444,chatwheel,114004,2,2,6930845118,5967
28,496,chatwheel,2,6,129,6930845118,5967
29,525,chatwheel,562,2,2,6930845118,5967
30,525,chatwheel,1,8,131,6930845118,5967
31,562,chatwheel,71,5,128,6930845118,5967
32,563,chatwheel,71,5,128,6930845118,5967
33,580,chatwheel,114004,2,2,6930845118,5967
34,591,chatwheel,71,8,131,6930845118,5967
35,591,chatwheel,71,8,131,6930845118,5967
36,594,chatwheel,71,6,129,6930845118,5967
37,612,chatwheel,63,6,129,6930845118,5967
38,623,chatwheel,568,2,2,6930845118,5967
39,644,chatwheel,120001,6,129,6930845118,5967
40,662,chatwheel,2,0,0,6930845118,5967
41,672,chatwheel,568,2,2,6930845118,5967
42,704,chatwheel,58,6,129,6930845118,5967
43,708,chatwheel,58,6,129,6930845118,5967
44,792,chatwheel,3,7,130,6930845118,5967
45,805,chatwheel,568,2,2,6930845118,5967
46,826,chatwheel,2,0,0,6930845118,5967
47,831,chatwheel,7,0,0,6930845118,5967
48,833,chatwheel,440,0,0,6930845118,5967
49,835,chatwheel,440,0,0,6930845118,5967
50,836,chatwheel,136001,7,130,6930845118,5967
51,838,chatwheel,63,6,129,6930845118,5967
52,853,chatwheel,583,6,129,6930845118,5967
53,858,chatwheel,25001,8,131,6930845118,5967
54,879,chatwheel,36,4,4,6930845118,5967
55,880,chatwheel,25001,8,131,6930845118,5967
56,917,chatwheel,2,0,0,6930845118,5967
57,947,chatwheel,58,6,129,6930845118,5967
58,995,chatwheel,2,6,129,6930845118,5967
59,1036,chatwheel,136001,7,130,6930845118,5967
60,1053,chatwheel,25001,8,131,6930845118,5967
