,time,type,key,slot,player_slot,id,avg_mmr
0,-67,chatwheel,62,7,130,6933013012,7607
1,-67,chatwheel,62,7,130,6933013012,7607
2,-39,chatwheel,5,3,3,6933013012,7607
3,-11,chatwheel,9001,9,132,6933013012,7607
4,-11,chatwheel,9001,9,132,6933013012,7607
5,-10,chatwheel,22001,5,128,6933013012,7607
6,-10,chatwheel,92001,6,129,6933013012,7607
7,-8,chatwheel,7,5,128,6933013012,7607
8,37,chatwheel,7,9,132,6933013012,7607
9,38,chatwheel,290,9,132,6933013012,7607
10,50,chatwheel,7,9,132,6933013012,7607
11,107,chatwheel,76,9,132,6933013012,7607
12,143,chatwheel,22002,5,128,6933013012,7607
13,170,chatwheel,466,6,129,6933013012,7607
14,186,chatwheel,71,1,1,6933013012,7607
15,192,chatwheel,72,1,1,6933013012,7607
16,197,chatwheel,72,6,129,6933013012,7607
17,217,chatwheel,443,2,2,6933013012,7607
18,219,chatwheel,443,2,2,6933013012,7607
19,262,chatwheel,22001,5,128,6933013012,7607
20,275,chatwheel,71,4,4,6933013012,7607
21,279,chatwheel,22002,5,128,6933013012,7607
22,291,chatwheel,7,3,3,6933013012,7607
23,304,chatwheel,7,9,132,6933013012,7607
24,311,chatwheel,71,9,132,6933013012,7607
25,311,chatwheel,71,9,132,6933013012,7607
26,316,chatwheel,22001,5,128,6933013012,7607
27,319,chatwheel,92001,6,129,6933013012,7607
28,319,chatwheel,92001,6,129,6933013012,7607
29,348,chatwheel,7,9,132,6933013012,7607
30,383,chatwheel,22001,5,128,6933013012,7607
31,400,chatwheel,7,2,2,6933013012,7607
32,414,chatwheel,7,9,132,6933013012,7607
33,415,chatwheel,76,9,132,6933013012,7607
34,416,chatwheel,22001,5,128,6933013012,7607
35,416,chatwheel,290,9,132,6933013012,7607
36,418,chatwheel,290,9,132,6933013012,7607
37,429,chatwheel,7,5,128,6933013012,7607
38,429,chatwheel,7,9,132,6933013012,7607
39,441,chatwheel,7,5,128,6933013012,7607
40,449,chatwheel,8,5,128,6933013012,7607
41,449,chatwheel,6,9,132,6933013012,7607
42,449,chatwheel,3,5,128,6933013012,7607
43,450,chatwheel,9001,9,132,6933013012,7607
44,478,chatwheel,71,1,1,6933013012,7607
45,482,chatwheel,92001,6,129,6933013012,7607
46,483,chatwheel,7,5,128,6933013012,7607
47,496,chatwheel,22001,5,128,6933013012,7607
48,512,chatwheel,22001,5,128,6933013012,7607
49,518,chatwheel,7,2,2,6933013012,7607
50,527,chatwheel,7,5,128,6933013012,7607
51,546,chatwheel,7,5,128,6933013012,7607
52,546,chatwheel,76,9,132,6933013012,7607
53,546,chatwheel,76,9,132,6933013012,7607
54,548,chatwheel,11,5,128,6933013012,7607
55,569,chatwheel,7,5,128,6933013012,7607
56,631,chatwheel,22001,5,128,6933013012,7607
57,645,chatwheel,443,9,132,6933013012,7607
58,646,chatwheel,290,9,132,6933013012,7607
59,687,chatwheel,71,7,130,6933013012,7607
60,687,chatwheel,71,7,130,6933013012,7607
61,695,chatwheel,7,5,128,6933013012,7607
62,695,chatwheel,123001,3,3,6933013012,7607
63,696,chatwheel,22001,5,128,6933013012,7607
64,734,chatwheel,10,5,128,6933013012,7607
65,787,chatwheel,22001,5,128,6933013012,7607
66,822,chatwheel,7,3,3,6933013012,7607
67,825,chatwheel,9001,9,132,6933013012,7607
68,825,chatwheel,9001,9,132,6933013012,7607
69,834,chatwheel,58,2,2,6933013012,7607
70,834,chatwheel,58,2,2,6933013012,7607
71,880,chatwheel,71,5,128,6933013012,7607
72,881,chatwheel,22001,5,128,6933013012,7607
73,896,chatwheel,92001,6,129,6933013012,7607
74,896,chatwheel,92002,6,129,6933013012,7607
75,897,chatwheel,290,9,132,6933013012,7607
76,897,chatwheel,9,5,128,6933013012,7607
77,897,chatwheel,290,9,132,6933013012,7607
78,899,chatwheel,290,5,128,6933013012,7607
79,912,chatwheel,22001,5,128,6933013012,7607
80,912,chatwheel,22001,5,128,6933013012,7607
81,943,chatwheel,2,9,132,6933013012,7607
82,1063,chatwheel,7,9,132,6933013012,7607
83,1069,chatwheel,22001,5,128,6933013012,7607
84,1076,chatwheel,443,2,2,6933013012,7607
85,1078,chatwheel,92001,6,129,6933013012,7607
86,1078,chatwheel,92001,6,129,6933013012,7607
87,1090,chatwheel,22002,5,128,6933013012,7607
88,1093,chatwheel,9001,9,132,6933013012,7607
89,1093,chatwheel,9001,9,132,6933013012,7607
90,1094,chatwheel,54,6,129,6933013012,7607
91,1151,chatwheel,71,4,4,6933013012,7607
92,1151,chatwheel,71,4,4,6933013012,7607
93,1153,chatwheel,9001,9,132,6933013012,7607
94,1153,chatwheel,9001,9,132,6933013012,7607
95,1157,chatwheel,22001,5,128,6933013012,7607
96,1157,chatwheel,22001,5,128,6933013012,7607
97,1176,chatwheel,7,5,128,6933013012,7607
98,1191,chatwheel,22001,5,128,6933013012,7607
99,1192,chatwheel,574,6,129,6933013012,7607
100,1214,chatwheel,443,2,2,6933013012,7607
101,1222,chatwheel,7,5,128,6933013012,7607
102,1223,chatwheel,7,5,128,6933013012,7607
103,1226,chatwheel,7,5,128,6933013012,7607
104,1232,chatwheel,22001,5,128,6933013012,7607
105,1232,chatwheel,22001,5,128,6933013012,7607
106,1247,chatwheel,443,2,2,6933013012,7607
107,1251,chatwheel,290,9,132,6933013012,7607
108,1251,chatwheel,7,2,2,6933013012,7607
109,1252,chatwheel,290,9,132,6933013012,7607
110,1254,chat,пп,9,132,6933013012,7607
111,1257,chat,gg)),9,132,6933013012,7607
112,1258,chatwheel,441,5,128,6933013012,7607
113,1259,chatwheel,7,5,128,6933013012,7607
114,1261,chatwheel,459,1,1,6933013012,7607
115,1262,chatwheel,575,1,1,6933013012,7607
116,1266,chatwheel,80,1,1,6933013012,7607
117,1288,chatwheel,22001,5,128,6933013012,7607
118,1290,chatwheel,92001,6,129,6933013012,7607
119,1302,chatwheel,7,3,3,6933013012,7607
120,1303,chatwheel,7,5,128,6933013012,7607
121,1331,chatwheel,459,1,1,6933013012,7607
122,1337,chatwheel,2,9,132,6933013012,7607
123,1338,chatwheel,2,9,132,6933013012,7607
124,1349,chatwheel,1,2,2,6933013012,7607
125,1351,chatwheel,443,2,2,6933013012,7607
126,1353,chatwheel,443,2,2,6933013012,7607
127,1358,chatwheel,22001,5,128,6933013012,7607
128,1362,chatwheel,80,1,1,6933013012,7607
129,1363,chatwheel,22001,5,128,6933013012,7607
130,1363,chatwheel,459,1,1,6933013012,7607
131,1364,chatwheel,92001,6,129,6933013012,7607
132,1364,chatwheel,92001,6,129,6933013012,7607
133,1364,chatwheel,7,3,3,6933013012,7607
134,1366,chatwheel,7,2,2,6933013012,7607
135,1367,chatwheel,9001,9,132,6933013012,7607
136,1367,chatwheel,9001,9,132,6933013012,7607
137,1371,chatwheel,7,5,128,6933013012,7607
138,1396,chatwheel,15,3,3,6933013012,7607
139,1396,chatwheel,15,3,3,6933013012,7607
140,1397,chatwheel,7,5,128,6933013012,7607
141,1414,chatwheel,7,5,128,6933013012,7607
142,1481,chatwheel,2,9,132,6933013012,7607
143,1483,chatwheel,2,9,132,6933013012,7607
144,1496,chatwheel,459,1,1,6933013012,7607
145,1497,chatwheel,2,9,132,6933013012,7607
146,1504,chatwheel,22001,5,128,6933013012,7607
147,1510,chatwheel,7,9,132,6933013012,7607
148,1516,chatwheel,7,9,132,6933013012,7607
149,1518,chatwheel,22001,5,128,6933013012,7607
150,1522,chatwheel,443,2,2,6933013012,7607
151,1530,chatwheel,7,5,128,6933013012,7607
152,1530,chatwheel,440,5,128,6933013012,7607
153,1533,chatwheel,443,2,2,6933013012,7607
154,1541,chatwheel,7,5,128,6933013012,7607
155,1541,chatwheel,7,5,128,6933013012,7607
156,1546,chatwheel,61002,4,4,6933013012,7607
157,1548,chatwheel,61005,4,4,6933013012,7607
158,1552,chatwheel,61005,4,4,6933013012,7607
159,1569,chatwheel,7,5,128,6933013012,7607
160,1569,chatwheel,7,5,128,6933013012,7607
161,1571,chatwheel,22001,5,128,6933013012,7607
162,1571,chatwheel,22001,5,128,6933013012,7607
163,1573,chatwheel,80,1,1,6933013012,7607
164,1574,chatwheel,470,1,1,6933013012,7607
0,-87,chatwheel,90001,5,128,6943050806,4243
1,-87,chatwheel,90001,5,128,6943050806,4243
2,-66,chatwheel,291,5,128,6943050806,4243
3,13,chatwheel,73002,1,1,6943050806,4243
4,134,chatwheel,73002,1,1,6943050806,4243
5,152,chatwheel,73002,1,1,6943050806,4243
6,174,chatwheel,73002,1,1,6943050806,4243
7,196,chatwheel,73002,1,1,6943050806,4243
8,217,chatwheel,73002,1,1,6943050806,4243
9,226,chatwheel,21001,4,4,6943050806,4243
10,227,chatwheel,7,0,0,6943050806,4243
11,268,chatwheel,73002,1,1,6943050806,4243
12,268,chatwheel,73002,1,1,6943050806,4243
13,361,chatwheel,71,6,129,6943050806,4243
14,361,chatwheel,71,6,129,6943050806,4243
15,372,chatwheel,9010,0,0,6943050806,4243
16,409,chatwheel,9010,0,0,6943050806,4243
17,409,chatwheel,73002,1,1,6943050806,4243
18,498,chatwheel,9011,0,0,6943050806,4243
19,551,chatwheel,461,4,4,6943050806,4243
20,558,chatwheel,9011,0,0,6943050806,4243
21,575,chatwheel,9010,0,0,6943050806,4243
22,657,chatwheel,9010,0,0,6943050806,4243
23,691,chatwheel,9010,0,0,6943050806,4243
24,731,chatwheel,9010,0,0,6943050806,4243
25,731,chatwheel,9010,0,0,6943050806,4243
26,735,chatwheel,7,0,0,6943050806,4243
27,748,chatwheel,71,1,1,6943050806,4243
28,748,chatwheel,71,1,1,6943050806,4243
29,767,chatwheel,73002,1,1,6943050806,4243
30,767,chatwheel,73002,1,1,6943050806,4243
31,782,chatwheel,21001,4,4,6943050806,4243
32,783,chatwheel,9011,0,0,6943050806,4243
33,785,chatwheel,7,8,131,6943050806,4243
34,839,chatwheel,79,8,131,6943050806,4243
35,842,chatwheel,79,8,131,6943050806,4243
36,933,chatwheel,469,4,4,6943050806,4243
37,935,chatwheel,73002,1,1,6943050806,4243
38,935,chatwheel,73002,1,1,6943050806,4243
39,942,chatwheel,9010,0,0,6943050806,4243
40,942,chatwheel,9010,0,0,6943050806,4243
41,959,chatwheel,7,0,0,6943050806,4243
42,1031,chatwheel,9011,0,0,6943050806,4243
43,1031,chatwheel,21001,4,4,6943050806,4243
44,1045,chatwheel,3,3,3,6943050806,4243
45,1047,chatwheel,62,3,3,6943050806,4243
46,1050,chatwheel,21001,4,4,6943050806,4243
47,1126,chatwheel,9010,0,0,6943050806,4243
48,1127,chatwheel,9010,0,0,6943050806,4243
49,1137,chatwheel,73002,1,1,6943050806,4243
50,1137,chatwheel,73001,1,1,6943050806,4243
51,1156,chatwheel,7,0,0,6943050806,4243
52,1179,chatwheel,9010,0,0,6943050806,4243
53,1222,chatwheel,7,0,0,6943050806,4243
54,1284,chatwheel,73002,1,1,6943050806,4243
55,1284,chatwheel,73002,1,1,6943050806,4243
56,1314,chatwheel,73001,1,1,6943050806,4243
57,1315,chatwheel,9010,0,0,6943050806,4243
58,1315,chatwheel,444,5,128,6943050806,4243
59,1315,chatwheel,73001,1,1,6943050806,4243
60,1361,chatwheel,9010,0,0,6943050806,4243
61,1367,chatwheel,73001,1,1,6943050806,4243
62,1367,chatwheel,73001,1,1,6943050806,4243
63,1386,chatwheel,9010,0,0,6943050806,4243
64,1413,chatwheel,9010,0,0,6943050806,4243
65,1418,chatwheel,73001,1,1,6943050806,4243
66,1419,chatwheel,73001,1,1,6943050806,4243
67,1427,chatwheel,9011,0,0,6943050806,4243
68,1461,chatwheel,9010,0,0,6943050806,4243
69,1498,chatwheel,73001,1,1,6943050806,4243
70,1498,chatwheel,73001,1,1,6943050806,4243
71,1499,chatwheel,21002,4,4,6943050806,4243
72,1556,chatwheel,9010,0,0,6943050806,4243
73,1556,chatwheel,9010,0,0,6943050806,4243
74,1574,chatwheel,7,0,0,6943050806,4243
75,1575,chatwheel,461,4,4,6943050806,4243
76,1581,chat,rpeort,6,129,6943050806,4243
77,1632,chatwheel,9010,0,0,6943050806,4243
78,1635,chatwheel,469,4,4,6943050806,4243
79,1637,chatwheel,73001,1,1,6943050806,4243
80,1639,chatwheel,73001,1,1,6943050806,4243
81,1681,chatwheel,71,2,2,6943050806,4243
82,1735,chat,ACABEN YA,7,130,6943050806,4243
83,1779,chatwheel,9010,0,0,6943050806,4243
84,1779,chatwheel,9011,0,0,6943050806,4243
85,1780,chatwheel,21002,4,4,6943050806,4243
86,1804,chat,ez lich hc,4,4,6943050806,4243
87,1806,chat,nunca dudé,4,4,6943050806,4243
88,1809,chat,xd,4,4,6943050806,4243
89,1811,chatwheel,9010,0,0,6943050806,4243
90,1812,chatwheel,9010,0,0,6943050806,4243
0,-85,chatwheel,96002,0,0,6943407813,3757
1,-12,chatwheel,71,8,131,6943407813,3757
2,-12,chatwheel,71,8,131,6943407813,3757
3,234,chat,xD,3,3,6943407813,3757
4,252,chatwheel,474,4,4,6943407813,3757
5,262,chatwheel,26001,4,4,6943407813,3757
6,282,chatwheel,440,4,4,6943407813,3757
7,429,chatwheel,26001,4,4,6943407813,3757
8,570,chat,4 jajaja,6,129,6943407813,3757
9,572,chat,XD,3,3,6943407813,3757
10,574,chat,mejor bajen los 5,6,129,6943407813,3757
11,678,chat,gg,2,2,6943407813,3757
12,835,chat,Q asno,4,4,6943407813,3757
13,889,chat,gG,3,3,6943407813,3757
14,894,chat,dOS CARRTYD,3,3,6943407813,3757
15,898,chat,aEA,3,3,6943407813,3757
16,1066,chat,los 3 chiflados de corres tengo,4,4,6943407813,3757
17,1102,chat,NI BRAZALETE ,3,3,6943407813,3757
18,1103,chat,TIENES ,3,3,6943407813,3757
19,1115,chat,jajaja,6,129,6943407813,3757
20,1155,chat,ggg,3,3,6943407813,3757
21,1368,chat,porque alargan su dolor mortales,6,129,6943407813,3757
22,1403,chat,xD,3,3,6943407813,3757
23,1418,chat,osdmfasmdfmsamgsdg}sbg,4,4,6943407813,3757
24,1590,chat,xd,7,130,6943407813,3757
25,1682,chat,xdded,8,131,6943407813,3757
26,1683,chat,xD,3,3,6943407813,3757
27,1684,chatwheel,468,6,129,6943407813,3757
28,1687,chatwheel,444,8,131,6943407813,3757
29,1687,chatwheel,444,8,131,6943407813,3757
30,1689,chatwheel,472,5,128,6943407813,3757
31,1693,chatwheel,468,6,129,6943407813,3757
32,1698,chatwheel,474,5,128,6943407813,3757
33,1699,chatwheel,26002,4,4,6943407813,3757
34,1702,chatwheel,440,4,4,6943407813,3757
35,1749,chat,XD,3,3,6943407813,3757
36,1807,chat,XD,3,3,6943407813,3757
37,1809,chat,xD,1,1,6943407813,3757
38,1809,chatwheel,474,4,4,6943407813,3757
39,1810,chatwheel,474,4,4,6943407813,3757
40,1812,chatwheel,468,6,129,6943407813,3757
41,1817,chat,gg,8,131,6943407813,3757
42,1819,chat,ex ,6,129,6943407813,3757
0,374,chatwheel,71,8,131,6935833608,3386
1,391,chatwheel,7,4,4,6935833608,3386
2,394,chatwheel,99001,7,130,6935833608,3386
3,489,chatwheel,71,8,131,6935833608,3386
4,520,chatwheel,71,8,131,6935833608,3386
5,536,chatwheel,72,8,131,6935833608,3386
6,551,chatwheel,71,8,131,6935833608,3386
7,717,chatwheel,129002,1,1,6935833608,3386
8,1381,chat,хороший размен,5,128,6935833608,3386
9,1383,chat,чурки,5,128,6935833608,3386
10,1391,chat,чо сразу чурки,1,1,6935833608,3386
11,1406,chat,ебать ты дура глупая,4,4,6935833608,3386
12,1421,chat,расписать тебя за блядь?,5,128,6935833608,3386
13,1432,chat,репорт я тебе кину,2,2,6935833608,3386
14,1433,chat,еблан,2,2,6935833608,3386
15,1433,chat,и дать другу поебать,5,128,6935833608,3386
16,1436,chat,на огре,2,2,6935833608,3386
17,1439,chat,по ебалу уебать,5,128,6935833608,3386
18,1440,chat,распиши матере своей,4,4,6935833608,3386
19,1450,chat,да мне позуй на твои репорты,5,128,6935833608,3386
20,1452,chat,додик,5,128,6935833608,3386
21,1458,chat,у меня 10к порядочности,5,128,6935833608,3386
22,1461,chat,мне до пизды,5,128,6935833608,3386
23,1506,chat,расписал за блядей,5,128,6935833608,3386
24,2441,chat,НАПУГАЛ,2,2,6935833608,3386
25,2799,chat,КАК ФАШИСТА ПОД БЕРЛИНОМ,2,2,6935833608,3386
26,2801,chat,ДЕДУШКА РАСТРЕЛЯЛ,2,2,6935833608,3386
27,2951,chat,гг,5,128,6935833608,3386
0,-85,chatwheel,47001,5,128,6947625116,3094
1,-83,chatwheel,62,7,130,6947625116,3094
2,-74,chatwheel,47001,5,128,6947625116,3094
3,-73,chatwheel,40040,5,128,6947625116,3094
4,-40,chatwheel,47001,5,128,6947625116,3094
5,214,chatwheel,71,1,1,6947625116,3094
6,232,chatwheel,76,9,132,6947625116,3094
7,317,chatwheel,48001,3,3,6947625116,3094
8,317,chatwheel,71,7,130,6947625116,3094
9,317,chatwheel,71,7,130,6947625116,3094
10,318,chatwheel,48001,3,3,6947625116,3094
11,342,chatwheel,5,0,0,6947625116,3094
12,384,chatwheel,71,1,1,6947625116,3094
13,385,chatwheel,71,1,1,6947625116,3094
14,388,chatwheel,71,4,4,6947625116,3094
15,396,chatwheel,586,9,132,6947625116,3094
16,403,chatwheel,62,7,130,6947625116,3094
17,405,chatwheel,10,9,132,6947625116,3094
