,time,type,key,slot,player_slot,id,avg_mmr,unit
0,288,chatwheel,71,7,130,6930844916,1788,
1,288,chatwheel,71,7,130,6930844916,1788,
2,382,chatwheel,71,4,4,6930844916,1788,
3,382,chatwheel,71,4,4,6930844916,1788,
4,407,chatwheel,71,5,128,6930844916,1788,
5,450,chatwheel,71,7,130,6930844916,1788,
6,485,chatwheel,71,4,4,6930844916,1788,
7,485,chatwheel,71,4,4,6930844916,1788,
8,536,chatwheel,71,1,1,6930844916,1788,
9,585,chatwheel,71,5,128,6930844916,1788,
10,813,chatwheel,71,9,132,6930844916,1788,
11,831,chatwheel,71,7,130,6930844916,1788,
12,832,chatwheel,71,7,130,6930844916,1788,
13,1129,chat,-ЩАРПВ=-Ф-=РВ,0,0,6930844916,1788,
14,1151,chat,ЪАЭХВХЫПЖХЖПФ,0,0,6930844916,1788,
15,1155,chat,ЕЩЕ УЛЬТЫ,0,0,6930844916,1788,
16,1161,chat,СРОЧНО,0,0,6930844916,1788,
17,1163,chat,зъыцвзщхпзщ0фпв,0,0,6930844916,1788,
18,1643,chat,?,0,0,6930844916,1788,
19,1643,chat,Сынок,0,0,6930844916,1788,
20,2089,chat,?,0,0,6930844916,1788,
21,2089,chat,сынки,0,0,6930844916,1788,
22,2121,chat,соло,4,4,6930844916,1788,
23,2130,chat,Гг,0,0,6930844916,1788,
24,2131,chat,ГГ ИЗИ,1,1,6930844916,1788,
0,-85,chatwheel,451,8,131,6936606208,6581,
1,-52,chatwheel,119002,3,3,6936606208,6581,
2,-34,chatwheel,86001,7,130,6936606208,6581,
3,-3,chatwheel,291,5,128,6936606208,6581,
4,2,chatwheel,11002,2,2,6936606208,6581,
5,18,chatwheel,62,8,131,6936606208,6581,
6,214,chatwheel,290,1,1,6936606208,6581,
7,214,chatwheel,93001,6,129,6936606208,6581,
8,231,chatwheel,54,2,2,6936606208,6581,
9,320,chatwheel,11001,2,2,6936606208,6581,
10,365,chatwheel,71,5,128,6936606208,6581,
11,371,chatwheel,71,0,0,6936606208,6581,
12,371,chatwheel,71,0,0,6936606208,6581,
13,380,chatwheel,11001,2,2,6936606208,6581,
14,380,chatwheel,11001,2,2,6936606208,6581,
15,412,chatwheel,100001,0,0,6936606208,6581,
16,412,chatwheel,100001,0,0,6936606208,6581,
17,425,chatwheel,71,0,0,6936606208,6581,
18,426,chatwheel,71,0,0,6936606208,6581,
19,464,chatwheel,451,8,131,6936606208,6581,
20,466,chatwheel,54,2,2,6936606208,6581,
21,467,chatwheel,54,2,2,6936606208,6581,
22,486,chatwheel,291,5,128,6936606208,6581,
23,540,chatwheel,291,5,128,6936606208,6581,
24,551,chatwheel,11001,2,2,6936606208,6581,
25,560,chatwheel,7,0,0,6936606208,6581,
26,560,chatwheel,7,0,0,6936606208,6581,
