,time,type,key,slot,player_slot,id,avg_mmr
0,145,chatwheel,12001,2,2,6940289216,6135
1,228,chatwheel,12001,2,2,6940289216,6135
2,228,chatwheel,12001,2,2,6940289216,6135
3,296,chatwheel,11,9,132,6940289216,6135
4,321,chatwheel,71,1,1,6940289216,6135
5,321,chatwheel,71,1,1,6940289216,6135
6,326,chatwheel,71,0,0,6940289216,6135
7,453,chatwheel,586,0,0,6940289216,6135
8,503,chatwheel,71,0,0,6940289216,6135
9,503,chatwheel,71,0,0,6940289216,6135
10,584,chatwheel,71,4,4,6940289216,6135
11,584,chatwheel,71,4,4,6940289216,6135
12,617,chatwheel,71,0,0,6940289216,6135
13,617,chatwheel,71,0,0,6940289216,6135
14,650,chatwheel,71,9,132,6940289216,6135
15,650,chatwheel,71,9,132,6940289216,6135
16,936,chatwheel,10,0,0,6940289216,6135
17,1119,chatwheel,1,0,0,6940289216,6135
18,1121,chatwheel,1,0,0,6940289216,6135
19,1122,chatwheel,1,0,0,6940289216,6135
20,1245,chatwheel,71,7,130,6940289216,6135
21,1657,chatwheel,2,0,0,6940289216,6135
22,2199,chatwheel,2,0,0,6940289216,6135
23,2615,chatwheel,2,0,0,6940289216,6135
24,2997,chat,eZ,0,0,6940289216,6135
25,2998,chatwheel,76,4,4,6940289216,6135
26,2998,chat,GG,9,132,6940289216,6135
0,-56,chatwheel,521,0,0,6934973011,2023
1,-52,chatwheel,64002,2,2,6934973011,2023
2,-50,chatwheel,493,3,3,6934973011,2023
3,-50,chatwheel,521,0,0,6934973011,2023
4,-49,chatwheel,64001,2,2,6934973011,2023
5,-37,chatwheel,34006,0,0,6934973011,2023
6,-35,chatwheel,34005,0,0,6934973011,2023
7,-4,chatwheel,71,9,132,6934973011,2023
8,6,chatwheel,4,7,130,6934973011,2023
9,56,chatwheel,7,6,129,6934973011,2023
10,79,chatwheel,166,2,2,6934973011,2023
11,214,chatwheel,34004,0,0,6934973011,2023
12,221,chatwheel,34006,0,0,6934973011,2023
13,225,chatwheel,71,8,131,6934973011,2023
14,225,chatwheel,71,8,131,6934973011,2023
15,335,chatwheel,14001,4,4,6934973011,2023
16,336,chatwheel,34002,0,0,6934973011,2023
17,340,chatwheel,14002,4,4,6934973011,2023
18,463,chatwheel,71,0,0,6934973011,2023
19,514,chatwheel,71,6,129,6934973011,2023
20,514,chatwheel,71,6,129,6934973011,2023
21,549,chatwheel,71,9,132,6934973011,2023
22,550,chatwheel,71,9,132,6934973011,2023
23,613,chatwheel,69,4,4,6934973011,2023
24,795,chatwheel,493,8,131,6934973011,2023
25,796,chatwheel,494,8,131,6934973011,2023
26,1087,chatwheel,76,6,129,6934973011,2023
27,1133,chatwheel,34003,0,0,6934973011,2023
28,1278,chatwheel,71,6,129,6934973011,2023
29,1618,chatwheel,575,0,0,6934973011,2023
30,1621,chatwheel,521,0,0,6934973011,2023
31,1628,chatwheel,34004,0,0,6934973011,2023
32,1709,chatwheel,7,6,129,6934973011,2023
33,1917,chatwheel,441,3,3,6934973011,2023
34,1917,chatwheel,76,3,3,6934973011,2023
35,1919,chatwheel,493,3,3,6934973011,2023
36,2518,chatwheel,2,4,4,6934973011,2023
37,2745,chatwheel,441,3,3,6934973011,2023
38,2745,chatwheel,61,3,3,6934973011,2023
39,2748,chatwheel,586,8,131,6934973011,2023
40,2750,chat,gg,0,0,6934973011,2023
41,2837,chatwheel,76,3,3,6934973011,2023
42,2882,chatwheel,69,4,4,6934973011,2023
43,2927,chat,gg,0,0,6934973011,2023
44,2933,chatwheel,76,2,2,6934973011,2023
45,2936,chatwheel,76,2,2,6934973011,2023
0,-80,chatwheel,493,3,3,6933725313,2541
1,-24,chatwheel,466,4,4,6933725313,2541
2,-17,chatwheel,494,3,3,6933725313,2541
3,-13,chatwheel,20002,1,1,6933725313,2541
4,7,chatwheel,6002,3,3,6933725313,2541
5,9,chatwheel,20001,1,1,6933725313,2541
6,30,chatwheel,474,7,130,6933725313,2541
7,75,chatwheel,494,3,3,6933725313,2541
8,78,chatwheel,20001,1,1,6933725313,2541
9,132,chatwheel,466,4,4,6933725313,2541
10,190,chatwheel,128002,5,128,6933725313,2541
11,211,chatwheel,2,1,1,6933725313,2541
12,212,chatwheel,2,1,1,6933725313,2541
13,215,chatwheel,7,1,1,6933725313,2541
14,417,chatwheel,128002,5,128,6933725313,2541
15,465,chatwheel,71,9,132,6933725313,2541
16,465,chatwheel,71,9,132,6933725313,2541
17,479,chat,ты че на макаке совсем панк,5,128,6933725313,2541
18,541,chatwheel,71,4,4,6933725313,2541
19,551,chatwheel,71,1,1,6933725313,2541
20,551,chatwheel,71,1,1,6933725313,2541
21,729,chat,на тинкере,5,128,6933725313,2541
22,731,chat,дружище,5,128,6933725313,2541
23,733,chat,отъебись,5,128,6933725313,2541
24,734,chat,по братски,5,128,6933725313,2541
25,737,chatwheel,34004,0,0,6933725313,2541
26,739,chatwheel,34004,0,0,6933725313,2541
27,1098,chatwheel,3002,2,2,6933725313,2541
28,1144,chatwheel,72,7,130,6933725313,2541
29,1301,chatwheel,290,2,2,6933725313,2541
30,1364,chatwheel,466,4,4,6933725313,2541
31,1491,chatwheel,7,1,1,6933725313,2541
32,1516,chatwheel,34001,0,0,6933725313,2541
33,1629,chatwheel,466,4,4,6933725313,2541
34,1692,chatwheel,7,0,0,6933725313,2541
35,1828,chatwheel,80,1,1,6933725313,2541
36,1879,chatwheel,3002,2,2,6933725313,2541
37,1914,chatwheel,71,2,2,6933725313,2541
38,1948,chatwheel,1,2,2,6933725313,2541
39,1949,chatwheel,3001,2,2,6933725313,2541
40,2034,chatwheel,71,5,128,6933725313,2541
41,2185,chatwheel,128001,5,128,6933725313,2541
42,2189,chatwheel,467,7,130,6933725313,2541
43,2209,chatwheel,3001,2,2,6933725313,2541
44,2273,chatwheel,71,5,128,6933725313,2541
45,2274,chatwheel,71,5,128,6933725313,2541
46,2315,chatwheel,6002,3,3,6933725313,2541
47,2335,chatwheel,3002,2,2,6933725313,2541
48,2619,chatwheel,71,2,2,6933725313,2541
49,2953,chat,гг,6,129,6933725313,2541
50,2955,chat,в трон,6,129,6933725313,2541
51,2961,chat,можно?,2,2,6933725313,2541
52,2969,chat,не вывозим,6,129,6933725313,2541
53,2974,chatwheel,401108,2,2,6933725313,2541
54,2975,chat,тим плей хуйовый,6,129,6933725313,2541
55,2977,chatwheel,494,3,3,6933725313,2541
56,2977,chatwheel,494,3,3,6933725313,2541
0,-34,chatwheel,440,5,128,6943378607,3819
1,-27,chatwheel,585,5,128,6943378607,3819
2,-20,chatwheel,71,5,128,6943378607,3819
3,-19,chatwheel,71,5,128,6943378607,3819
4,173,chatwheel,10,3,3,6943378607,3819
5,268,chatwheel,10,3,3,6943378607,3819
6,380,chatwheel,71,3,3,6943378607,3819
