,time,type,key,slot,player_slot,id,avg_mmr,unit
0,-204,chatwheel,7,7,130,6935863219,5464,
1,-113,chatwheel,7,7,130,6935863219,5464,
2,-40,chatwheel,7,7,130,6935863219,5464,
3,-35,chatwheel,61,7,130,6935863219,5464,
4,-12,chatwheel,7,7,130,6935863219,5464,
5,-11,chatwheel,7,7,130,6935863219,5464,
6,-11,chatwheel,71,2,2,6935863219,5464,
7,-10,chatwheel,71,2,2,6935863219,5464,
8,-9,chatwheel,80,7,130,6935863219,5464,
9,-9,chatwheel,80,7,130,6935863219,5464,
10,-8,chatwheel,70006,0,0,6935863219,5464,
11,-7,chatwheel,70004,0,0,6935863219,5464,
12,57,chatwheel,6002,9,132,6935863219,5464,
13,58,chatwheel,7,4,4,6935863219,5464,
14,70,chatwheel,7,9,132,6935863219,5464,
15,73,chatwheel,7,7,130,6935863219,5464,
16,101,chatwheel,80,7,130,6935863219,5464,
17,101,chatwheel,80,7,130,6935863219,5464,
18,139,chatwheel,105004,7,130,6935863219,5464,
19,210,chatwheel,105001,7,130,6935863219,5464,
20,210,chatwheel,105001,7,130,6935863219,5464,
21,308,chatwheel,71,5,128,6935863219,5464,
22,333,chatwheel,19001,4,4,6935863219,5464,
23,415,chatwheel,70,7,130,6935863219,5464,
24,416,chatwheel,70,7,130,6935863219,5464,
25,416,chatwheel,71,5,128,6935863219,5464,
26,430,chatwheel,71,0,0,6935863219,5464,
27,430,chatwheel,71,0,0,6935863219,5464,
28,441,chatwheel,2,5,128,6935863219,5464,
29,445,chatwheel,54,5,128,6935863219,5464,
30,445,chatwheel,54,5,128,6935863219,5464,
31,470,chatwheel,58,5,128,6935863219,5464,
32,484,chatwheel,71,0,0,6935863219,5464,
33,484,chatwheel,71,0,0,6935863219,5464,
34,485,chatwheel,105001,7,130,6935863219,5464,
35,485,chatwheel,105001,7,130,6935863219,5464,
36,487,chatwheel,71,5,128,6935863219,5464,
37,488,chatwheel,62,4,4,6935863219,5464,
38,530,chatwheel,6001,9,132,6935863219,5464,
39,566,chatwheel,54,6,129,6935863219,5464,
40,573,chatwheel,19001,4,4,6935863219,5464,
41,577,chatwheel,54,1,1,6935863219,5464,
42,610,chatwheel,22,5,128,6935863219,5464,
43,611,chatwheel,7,7,130,6935863219,5464,
44,626,chatwheel,105001,7,130,6935863219,5464,
45,626,chatwheel,105001,7,130,6935863219,5464,
46,708,chatwheel,97001,3,3,6935863219,5464,
47,714,chatwheel,71,1,1,6935863219,5464,
48,714,chatwheel,71,1,1,6935863219,5464,
49,731,chatwheel,71,9,132,6935863219,5464,
50,737,chatwheel,19001,4,4,6935863219,5464,
51,766,chatwheel,7,7,130,6935863219,5464,
52,788,chatwheel,105001,7,130,6935863219,5464,
53,811,chatwheel,126001,6,129,6935863219,5464,
54,812,chatwheel,105001,7,130,6935863219,5464,
55,837,chatwheel,58,5,128,6935863219,5464,
56,897,chatwheel,71,9,132,6935863219,5464,
57,918,chatwheel,53001,8,131,6935863219,5464,
58,987,chatwheel,6,4,4,6935863219,5464,
59,1001,chatwheel,71,5,128,6935863219,5464,
60,1012,chatwheel,7,4,4,6935863219,5464,
61,1018,chatwheel,71,3,3,6935863219,5464,
62,1048,chatwheel,6001,9,132,6935863219,5464,
63,1049,chatwheel,6001,9,132,6935863219,5464,
64,1049,chatwheel,126001,6,129,6935863219,5464,
65,1049,chatwheel,126001,6,129,6935863219,5464,
66,1065,chatwheel,105001,7,130,6935863219,5464,
67,1065,chatwheel,105001,7,130,6935863219,5464,
68,1074,chatwheel,53,5,128,6935863219,5464,
69,1078,chatwheel,8,7,130,6935863219,5464,
70,1114,chatwheel,97001,3,3,6935863219,5464,
71,1116,chatwheel,19001,4,4,6935863219,5464,
72,1116,chatwheel,19001,4,4,6935863219,5464,
73,1116,chatwheel,7,9,132,6935863219,5464,
74,1136,chatwheel,71,5,128,6935863219,5464,
75,1141,chatwheel,126001,6,129,6935863219,5464,
76,1141,chatwheel,126002,6,129,6935863219,5464,
77,1165,chatwheel,62,7,130,6935863219,5464,
