,time,type,key,slot,player_slot,id,avg_mmr,unit
0,168,chatwheel,71,3,3,6937526416,6344,
1,168,chatwheel,71,3,3,6937526416,6344,
2,335,chatwheel,6,8,131,6937526416,6344,
3,337,chatwheel,7,8,131,6937526416,6344,
4,431,chatwheel,71,9,132,6937526416,6344,
5,445,chatwheel,71,2,2,6937526416,6344,
6,445,chatwheel,71,2,2,6937526416,6344,
7,447,chatwheel,71,2,2,6937526416,6344,
8,447,chatwheel,71,2,2,6937526416,6344,
9,553,chatwheel,71,3,3,6937526416,6344,
10,553,chatwheel,71,3,3,6937526416,6344,
11,590,chatwheel,71,3,3,6937526416,6344,
12,590,chatwheel,71,3,3,6937526416,6344,
13,1298,chatwheel,3,8,131,6937526416,6344,
14,1405,chat,?Ъ,5,128,6937526416,6344,
15,1546,chatwheel,14001,6,129,6937526416,6344,
16,1642,chatwheel,4,5,128,6937526416,6344,
17,1642,chatwheel,14001,6,129,6937526416,6344,
18,1976,chat,у нас кэрри тайд,7,130,6937526416,6344,
19,1977,chat,)),7,130,6937526416,6344,
20,2064,chatwheel,5,5,128,6937526416,6344,
21,2263,chat,gg,2,2,6937526416,6344,
22,2307,chat,репорт тайду плз,7,130,6937526416,6344,
23,2312,chat,mraz' тупая,7,130,6937526416,6344,
24,2326,chat,руинер ебанный,7,130,6937526416,6344,
0,-48,chat,drow is such a bad bitch,8,131,6933636014,3255,
1,-42,chat,agreed,2,2,6933636014,3255,
2,-41,chat,life fr,8,131,6933636014,3255,
3,-40,chat,all jokes aside,4,4,6933636014,3255,
4,-37,chat,thats what im preachin,6,129,6933636014,3255,
5,-32,chat,alright guys hear me out,7,130,6933636014,3255,
6,-30,chat,veno...,7,130,6933636014,3255,
7,-27,chat,i wanna lock her up in my basement,3,3,6933636014,3255,
8,-26,chat,GL HF,9,132,6933636014,3255,
9,-24,chat,...,2,2,6933636014,3255,
10,-23,chat,fireee ass game,7,130,6933636014,3255,
11,-22,chat,LET HIM COOK,6,129,6933636014,3255,
12,-21,chat,head,7,130,6933636014,3255,
13,-21,chat,hottest sonic character GO,8,131,6933636014,3255,
14,-14,chat,knucks bruh,3,3,6933636014,3255,
15,-7,chat,boo,8,131,6933636014,3255,
16,394,chatwheel,71,3,3,6933636014,3255,
17,538,chatwheel,71,3,3,6933636014,3255,
18,538,chatwheel,71,3,3,6933636014,3255,
19,624,chat,lmao did anyone see that,4,4,6933636014,3255,
20,628,chat,i got stuck by the gd creeps,4,4,6933636014,3255,
21,638,chat,rough game,8,131,6933636014,3255,
22,815,chatwheel,71,3,3,6933636014,3255,
23,1736,chat,gg,0,0,6933636014,3255,
24,2052,chat,zzzz,4,4,6933636014,3255,
25,2060,chat,:DDDDDDDD,5,128,6933636014,3255,
26,2062,chat,thats it im WONKING MY WILLY TONIGHT,6,129,6933636014,3255,
27,2070,chat,blbllblblb,3,3,6933636014,3255,
28,2072,chat,loading up cm pics for later,4,4,6933636014,3255,
29,2077,chat,FR,6,129,6933636014,3255,
30,2089,chat,ppl sleep on naga ,6,129,6933636014,3255,
31,2240,chat,dota 2 rule 34 it is tonight,6,129,6933636014,3255,
32,2256,chat,riki crankin in the trees,8,131,6933636014,3255,
33,2294,chat,gg!,4,4,6933636014,3255,
34,2297,chat,gg,7,130,6933636014,3255,
35,2299,chat,gg,8,131,6933636014,3255,
36,2302,chat,gg,2,2,6933636014,3255,
37,2302,chat,gg!,3,3,6933636014,3255,
38,2302,chat,gg cloes,6,129,6933636014,3255,
39,2302,chat,gg,9,132,6933636014,3255,
40,2307,chat,hh,6,129,6933636014,3255,
0,-116,chat,%,1,1,6952970804,2133,
1,-106,chat,%,3,3,6952970804,2133,
2,-51,chatwheel,101001,3,3,6952970804,2133,
3,-51,chatwheel,101001,3,3,6952970804,2133,
4,-45,chatwheel,441,1,1,6952970804,2133,
5,-29,chatwheel,586,1,1,6952970804,2133,
6,-24,chatwheel,451,5,128,6952970804,2133,
7,-22,chatwheel,451,5,128,6952970804,2133,
8,-19,chatwheel,34005,7,130,6952970804,2133,
9,-18,chatwheel,453,2,2,6952970804,2133,
10,-17,chatwheel,34004,7,130,6952970804,2133,
11,-15,chatwheel,585,2,2,6952970804,2133,
12,-14,chat,я  файф,1,1,6952970804,2133,
13,-11,chatwheel,22001,0,0,6952970804,2133,
14,-10,chatwheel,22002,0,0,6952970804,2133,
15,172,chatwheel,58002,9,132,6952970804,2133,
16,298,chat,куда,1,1,6952970804,2133,
17,298,chat,он,1,1,6952970804,2133,
