,time,type,key,slot,player_slot,id,avg_mmr
0,18,chatwheel,0,7,130,6649334110,2745
1,192,chatwheel,61,7,130,6649334110,2745
2,192,chatwheel,61,7,130,6649334110,2745
3,314,chatwheel,62,8,131,6649334110,2745
4,324,chatwheel,62,8,131,6649334110,2745
5,392,chatwheel,2001,7,130,6649334110,2745
6,392,chatwheel,2001,7,130,6649334110,2745
7,415,chatwheel,71,2,2,6649334110,2745
8,415,chatwheel,71,2,2,6649334110,2745
9,465,chatwheel,2001,7,130,6649334110,2745
10,465,chatwheel,2001,7,130,6649334110,2745
11,546,chatwheel,25001,9,132,6649334110,2745
12,546,chatwheel,25001,9,132,6649334110,2745
13,558,chatwheel,2001,7,130,6649334110,2745
14,558,chatwheel,2001,7,130,6649334110,2745
15,560,chatwheel,400019,6,129,6649334110,2745
16,601,chatwheel,5,7,130,6649334110,2745
17,799,chatwheel,71,0,0,6649334110,2745
18,799,chatwheel,71,0,0,6649334110,2745
19,832,chatwheel,2001,7,130,6649334110,2745
20,832,chatwheel,2001,7,130,6649334110,2745
21,1059,chat,?,7,130,6649334110,2745
22,1117,chatwheel,2001,7,130,6649334110,2745
23,1140,chatwheel,2002,7,130,6649334110,2745
24,1179,chatwheel,67,7,130,6649334110,2745
25,1253,chatwheel,5,7,130,6649334110,2745
26,1253,chatwheel,5,7,130,6649334110,2745
27,1264,chatwheel,67,7,130,6649334110,2745
28,1297,chatwheel,76,7,130,6649334110,2745
29,1297,chatwheel,76,7,130,6649334110,2745
30,1350,chatwheel,61,7,130,6649334110,2745
31,1352,chatwheel,76,8,131,6649334110,2745
32,1353,chatwheel,25001,9,132,6649334110,2745
33,1353,chatwheel,25001,9,132,6649334110,2745
34,1846,chatwheel,76,8,131,6649334110,2745
35,1892,chat,:))),7,130,6649334110,2745
36,2036,chatwheel,2001,7,130,6649334110,2745
37,2036,chatwheel,2001,7,130,6649334110,2745
38,2168,chat,)),7,130,6649334110,2745
39,2172,chat,DOG LINA,7,130,6649334110,2745
40,2173,chat,),7,130,6649334110,2745
41,2180,chat,i agree,2,2,6649334110,2745
42,2246,chat,REP DOG LINA ),7,130,6649334110,2745
43,2295,chatwheel,2002,7,130,6649334110,2745
44,2295,chatwheel,2002,7,130,6649334110,2745
45,2372,chatwheel,2002,7,130,6649334110,2745
46,2373,chatwheel,2002,7,130,6649334110,2745
47,2434,chat,Please kill me,7,130,6649334110,2745
48,2807,chat,gg,6,129,6649334110,2745
49,2812,chat,lina ,1,1,6649334110,2745
50,2836,chat,gg,2,2,6649334110,2745
51,2836,chat,gg,4,4,6649334110,2745
52,2837,chat,KILL YOURSELF,0,0,6649334110,2745
53,2839,chat,LINA,0,0,6649334110,2745
54,2843,chat,),7,130,6649334110,2745
55,2844,chat,gg wp,3,3,6649334110,2745
56,2845,chat,wp ,6,129,6649334110,2745
0,294,chatwheel,412,9,132,6649334019,788
1,296,chatwheel,23,9,132,6649334019,788
2,296,chatwheel,23,9,132,6649334019,788
3,415,chatwheel,71,8,131,6649334019,788
4,432,chatwheel,2,2,2,6649334019,788
5,655,chatwheel,71,8,131,6649334019,788
6,655,chatwheel,71,8,131,6649334019,788
7,793,chatwheel,7,2,2,6649334019,788
8,899,chatwheel,62,9,132,6649334019,788
9,1240,chat,super saiyan undy,6,129,6649334019,788
10,1262,chatwheel,80,9,132,6649334019,788
11,1262,chatwheel,66,9,132,6649334019,788
12,1560,chat,"you were already died, sry but i didnt see u",7,130,6649334019,788
13,1607,chatwheel,75,4,4,6649334019,788
14,1609,chatwheel,68,4,4,6649334019,788
15,1615,chatwheel,35002,3,3,6649334019,788
16,1811,chatwheel,2,6,129,6649334019,788
17,2332,chat,ff,6,129,6649334019,788
18,2335,chat,4 moron,6,129,6649334019,788
19,2344,chat,i am afk,6,129,6649334019,788
20,2385,chatwheel,71,2,2,6649334019,788
21,2512,chatwheel,66,9,132,6649334019,788
22,2512,chatwheel,66,9,132,6649334019,788
23,2514,chatwheel,66,9,132,6649334019,788
24,2515,chatwheel,66,9,132,6649334019,788
25,2557,chatwheel,2,2,2,6649334019,788
26,2595,chatwheel,3,8,131,6649334019,788
27,2647,chatwheel,23,9,132,6649334019,788
28,2676,chatwheel,66,4,4,6649334019,788
29,2676,chatwheel,75,4,4,6649334019,788
30,2676,chat,how u loose,6,129,6649334019,788
31,2682,chat,like 4 like,3,3,6649334019,788
32,2682,chat,fuck this shit im out,9,132,6649334019,788
0,-71,chatwheel,77002,1,1,6649334006,4147
1,-69,chatwheel,77001,1,1,6649334006,4147
2,-40,chatwheel,77001,1,1,6649334006,4147
3,-37,chatwheel,77001,1,1,6649334006,4147
4,7,chatwheel,77002,1,1,6649334006,4147
5,7,chatwheel,66002,5,128,6649334006,4147
6,8,chatwheel,77002,1,1,6649334006,4147
