,time,type,key,slot,player_slot,id,avg_mmr,unit
0,-16,chatwheel,76,1,1,6642279606,2210,
1,-7,chat,glhf,7,130,6642279606,2210,
2,6,chatwheel,20001,1,1,6642279606,2210,
3,6,chatwheel,20001,1,1,6642279606,2210,
4,207,chatwheel,27001,5,128,6642279606,2210,
5,288,chatwheel,7,5,128,6642279606,2210,
6,298,chatwheel,412,1,1,6642279606,2210,
7,298,chatwheel,412,1,1,6642279606,2210,
8,318,chatwheel,71,0,0,6642279606,2210,
9,318,chatwheel,71,0,0,6642279606,2210,
10,434,chatwheel,71,5,128,6642279606,2210,
11,434,chatwheel,71,5,128,6642279606,2210,
12,458,chatwheel,71,2,2,6642279606,2210,
13,458,chatwheel,71,2,2,6642279606,2210,
14,459,chatwheel,1,5,128,6642279606,2210,
15,503,chatwheel,27001,5,128,6642279606,2210,
16,529,chatwheel,27001,5,128,6642279606,2210,
17,542,chat,XDD,5,128,6642279606,2210,
18,545,chatwheel,414,5,128,6642279606,2210,
19,718,chatwheel,27001,5,128,6642279606,2210,
20,764,chatwheel,2,7,130,6642279606,2210,
21,764,chatwheel,2,7,130,6642279606,2210,
22,1054,chatwheel,19003,3,3,6642279606,2210,
23,1193,chat,xDD,5,128,6642279606,2210,
24,1275,chatwheel,27001,5,128,6642279606,2210,
25,1360,chat,xDD,5,128,6642279606,2210,
26,1371,chat,xD,5,128,6642279606,2210,
27,1378,chatwheel,27002,5,128,6642279606,2210,
28,1463,chatwheel,27001,5,128,6642279606,2210,
29,1488,chatwheel,27001,5,128,6642279606,2210,
30,1596,chatwheel,2,5,128,6642279606,2210,
31,1860,chatwheel,30001,8,131,6642279606,2210,
32,1903,chat,xD,5,128,6642279606,2210,
33,2475,chatwheel,27001,5,128,6642279606,2210,
34,2510,chat,XD,5,128,6642279606,2210,
35,2516,chatwheel,7,5,128,6642279606,2210,
36,2535,chat,ajajajajja,5,128,6642279606,2210,
37,2735,chatwheel,27001,5,128,6642279606,2210,
38,2817,chat,EZ MORP,1,1,6642279606,2210,
39,2819,chat,wk offlaner xD,5,128,6642279606,2210,
40,2822,chat,gg,4,4,6642279606,2210,
41,2823,chat,ez,3,3,6642279606,2210,
0,-129,chat,hello jungle gooks,3,3,6642279007,2401,
1,-114,chat,i know you guys dont fking understand tthis lingo,3,3,6642279007,2401,
2,-103,chat,but youre about to get fucked ,3,3,6642279007,2401,
3,-48,chat,hi noobs,9,132,6642279007,2401,
4,-44,chat,shtu the fuck yp,3,3,6642279007,2401,
5,-41,chatwheel,105004,4,4,6642279007,2401,
6,-35,chat,ping ping bobo,2,2,6642279007,2401,
7,-26,chat,putang ina,3,3,6642279007,2401,
8,-15,chat,lol,9,132,6642279007,2401,
9,-12,chat,ur mom is so hot,9,132,6642279007,2401,
10,29,chat,ez fb,3,3,6642279007,2401,
11,300,chatwheel,101008,0,0,6642279007,2401,
12,348,chat,hes gone,3,3,6642279007,2401,
13,377,chatwheel,75,2,2,6642279007,2401,
14,377,chatwheel,75,2,2,6642279007,2401,
15,385,chatwheel,16002,2,2,6642279007,2401,
16,478,chat,shit,3,3,6642279007,2401,
17,591,chatwheel,71,2,2,6642279007,2401,
18,614,chatwheel,75,2,2,6642279007,2401,
19,614,chatwheel,75,2,2,6642279007,2401,
20,656,chatwheel,71,6,129,6642279007,2401,
21,656,chatwheel,71,6,129,6642279007,2401,
22,681,chatwheel,7,9,132,6642279007,2401,
23,755,chatwheel,101008,0,0,6642279007,2401,
24,826,chat,hoammm,9,132,6642279007,2401,
25,831,chat,not bad mother fucker,3,3,6642279007,2401,
26,851,chatwheel,105004,4,4,6642279007,2401,
27,854,chatwheel,101005,0,0,6642279007,2401,
28,856,chatwheel,105004,4,4,6642279007,2401,
29,856,chat,BOAAAM,3,3,6642279007,2401,
