match_id,compound_score,n_chat_messages,avg_mmr,match_id,label
10330,1.8786999999999998,7,3546.151795896068,10330,pos
10332,2.4758,46,3476.017467534068,10332,pos
10333,0.6779999999999999,21,3466.5363303688464,10333,pos
10335,2.4796,46,3099.2590613680572,10335,pos
10336,0.3104,10,3567.8403739617925,10336,pos
10337,2.2807,29,3394.6023337136985,10337,pos
10339,1.2001999999999997,33,3563.614946145634,10339,pos
10340,2.8008,71,3558.017756174654,10340,pos
10341,6.0855,37,3379.864923946812,10341,pos
10346,0.14289999999999997,23,2747.4940494212096,10346,pos
10347,-0.14700000000000002,18,3056.970900229197,10347,neg
10351,1.657,11,3517.146346701904,10351,pos
10354,1.8676,24,3608.1334268686574,10354,pos
10355,2.2963999999999998,18,3296.1593161850096,10355,pos
10356,-6.2048000000000005,31,3653.000336527418,10356,neg
10357,0.0,4,3663.053283978342,10357,neu
10363,1.6929,15,3595.0496534119866,10363,pos
10364,-0.6366999999999999,9,3545.523317537718,10364,neg
10365,0.3951,16,3391.445557102565,10365,pos
10370,1.4154,24,2872.4271641861037,10370,pos
10371,2.6863,47,3368.425909590469,10371,pos
10374,2.8541999999999996,35,3035.5225030407028,10374,pos
10375,3.7905999999999995,59,3553.724886030808,10375,pos
10380,8.2195,65,3128.2161972358053,10380,pos
10382,0.16189999999999993,13,2649.675618379152,10382,pos
10387,4.2669999999999995,26,3366.0841070945075,10387,pos
10396,0.8463999999999998,28,3381.906164255635,10396,pos
10407,3.0379,8,3536.467673286145,10407,pos
10412,2.0124999999999997,88,3137.4441049468983,10412,pos
10423,1.0143,10,3223.3348124449185,10423,pos
10432,5.4707,64,3659.846327637416,10432,pos
12880,1.343,14,3375.793236378293,12880,pos
12883,1.056,11,3257.599881890394,12883,pos
12918,4.8723,31,2697.421471559367,12918,pos
12920,0.32549999999999996,13,2938.024820758167,12920,pos
12924,0.7175,7,3646.1746600169295,12924,pos
12927,0.296,5,3346.8950393974606,12927,pos
12928,1.0846,8,3495.100535418236,12928,pos
12929,0.7124999999999999,20,3177.503308953694,12929,pos
12930,8.7636,69,3570.36441639152,12930,pos
12941,1.3348,23,3575.714924149872,12941,pos
12945,0.31739999999999985,38,3556.975605320763,12945,pos
12948,-4.7886999999999995,117,3532.5052971064442,12948,neg
12950,-2.9548,24,3601.043346976405,12950,neg
12951,2.6851,10,3394.337325178286,12951,pos
12952,0.7163999999999999,34,3471.4076138784944,12952,pos
12958,1.7917999999999998,29,3579.833576111899,12958,pos
12966,1.0859,3,3215.6226902108647,12966,pos
12969,0.16799999999999998,7,3525.819658568282,12969,pos
12970,1.8947,28,3250.7335716327407,12970,pos
12972,7.2355,45,3625.894969687279,12972,pos
12973,-0.38150000000000006,9,3184.9010069450164,12973,neg
12974,1.972,37,3289.9989971204664,12974,pos
12976,1.4203,11,3591.6515350064947,12976,pos
12977,5.2745999999999995,24,2968.4300829703584,12977,pos
12978,0.9864999999999999,16,3135.8011235083823,12978,pos
12979,-0.5404,25,2855.0,12979,neg
12985,-0.24269999999999992,33,3445.623901821379,12985,neg
12986,0.6907,30,3477.6968601559665,12986,pos
12987,-0.2249000000000001,37,3656.695878682322,12987,neg
12990,-0.6851,17,3120.892167395245,12990,neg
13000,7.5144,96,3393.0016550049822,13000,pos
13001,1.0665,41,3276.685019261344,13001,pos
13002,0.44959999999999994,11,3386.8417884085943,13002,pos
13007,-2.9189,46,3056.4152677471884,13007,neg
13011,1.7541,14,3632.169269053921,13011,pos
13014,2.1403,5,3431.182260113352,13014,pos
13017,1.2073,34,3209.9067815552044,13017,pos
13022,2.9471,11,3565.3097783120274,13022,pos
13025,1.1198,9,3061.382377116528,13025,pos
13027,1.789,23,3595.7767595481514,13027,pos
13029,1.8939000000000001,23,3119.499769654432,13029,pos
13038,4.5322,56,3565.5660833742754,13038,pos
13041,1.6064,26,3428.4725695239977,13041,pos
13044,0.7899,2,3392.268233296249,13044,pos
13045,2.1456,29,3386.4247782413427,13045,pos
13048,-0.00979999999999992,44,3272.7135197561174,13048,neu
13050,4.2514,20,3176.6320035272865,13050,pos
13051,0.40109999999999996,6,3084.569153725846,13051,pos
13052,3.3334,27,3291.888850038393,13052,pos
13053,0.0,6,3456.542853036092,13053,neu
13057,1.242,12,3010.125168349461,13057,pos
13059,0.9156999999999998,32,3482.740174644434,13059,pos
13062,4.0354,20,3619.9963251037034,13062,pos
13064,2.3181,62,3182.5810111841247,13064,pos
13067,0.9992,21,3363.6112189746586,13067,pos
13068,0.8794999999999998,22,3564.020193959383,13068,pos
13071,2.535,20,3093.6856066973573,13071,pos
13072,1.4813999999999998,28,3439.957774864202,13072,pos
13077,3.4516,36,2971.776214126929,13077,pos
13081,-1.8417000000000001,40,3637.3485042451634,13081,neg
13082,-15.3498,139,3181.6655436641013,13082,neg
13083,3.3937,77,3112.3835714584,13083,pos
13084,2.2251,25,3162.6047445137174,13084,pos
13086,-2.404,19,3615.9993615518456,13086,neg
13087,2.7471,15,3363.823237977576,13087,pos
13096,6.7419,63,3110.9807440061013,13096,pos
13097,2.4657999999999998,10,3610.441627455686,13097,pos
13110,0.296,5,3593.6121425683878,13110,pos
13114,3.8938,47,3520.369044229049,13114,pos
13135,0.3545,8,3255.748363905099,13135,pos
13141,2.4912,11,3534.170646758462,13141,pos
15652,-0.6529,15,2926.5967449151126,15652,neg
15654,1.6999,17,3504.839009746629,15654,pos
15663,0.296,9,3527.6536403455825,15663,pos
15666,1.2553,16,3261.620875469436,15666,pos
15669,0.9685999999999999,9,3470.133073788474,15669,pos
15682,2.7784999999999997,15,3647.916085575152,15682,pos
15684,1.4636,12,3410.4866349977024,15684,pos
15685,1.5944000000000003,71,3380.9160583988564,15685,pos
15688,-1.7459000000000002,17,3206.249125673104,15688,neg
15699,1.8552999999999995,97,3533.9819126797156,15699,pos
15704,2.662,37,3169.6724716092667,15704,pos
15710,1.4758,24,3394.6231607734385,15710,pos
15715,1.2487,10,3586.4133397176456,15715,pos
15719,3.4072,35,3261.982162730169,15719,pos
15721,0.7175,2,3644.3117755843455,15721,pos
15722,3.3245,21,3361.5983138255606,15722,pos
15723,1.1984,12,3605.4024114418994,15723,pos
15726,4.8722,44,3225.901439853953,15726,pos
15727,1.6063,25,3493.3639777702706,15727,pos
15728,1.2724,26,3628.932448921167,15728,pos
15729,0.5791999999999999,18,3659.8499459667237,15729,pos
15730,0.021700000000000053,40,3439.8364006144207,15730,neu
15731,8.9589,71,3362.605441321952,15731,pos
15732,4.4363,100,3622.065763771907,15732,pos
15736,1.0135,22,3258.5134233294866,15736,pos
15737,0.025600000000000005,5,3576.695303498664,15737,neu
15738,8.0416,29,3526.367491563223,15738,pos
15740,0.8066,2,3441.573900623214,15740,pos
15742,3.9621,18,3645.106745506598,15742,pos
15743,0.19930000000000003,9,3264.2974474561124,15743,pos
15744,-0.2666000000000003,29,3595.574896370345,15744,neg
15747,0.07860000000000006,14,3391.3989385393866,15747,pos
15749,1.5096999999999998,30,3235.211145024807,15749,pos
15751,2.6196,7,3278.6894282434337,15751,pos
15752,0.9351999999999999,38,3095.98248245649,15752,pos
15754,0.592,3,3454.5609749982664,15754,pos
15757,1.9445999999999999,10,3395.539207033132,15757,pos
15759,0.546,7,3345.3974765777675,15759,pos
15763,1.0709,13,2989.3912688934524,15763,pos
15766,2.0816999999999997,17,3545.2407587193948,15766,pos
15768,0.4273000000000001,37,3225.9992347743573,15768,pos
15771,-0.1214,12,3379.9674398890747,15771,neg
15774,3.4696000000000002,55,3505.4072378992705,15774,pos
15776,-1.8325999999999998,57,3196.4570969913443,15776,neg
15780,2.3567,51,3031.4814621130304,15780,pos
15781,3.0869999999999997,26,3196.0748645101507,15781,pos
15783,0.1164,10,3335.558466320057,15783,pos
15784,12.930299999999999,95,3649.9370453192064,15784,pos
15788,0.042300000000000004,12,3510.177417791156,15788,neu
15794,1.7062,15,3660.2233041071117,15794,pos
15795,2.4844999999999997,5,3115.193342788367,15795,pos
15797,7.0254,72,3093.535046371994,15797,pos
15799,2.8740000000000006,187,3647.6873847887737,15799,pos
15802,7.168900000000001,137,3539.602946819519,15802,pos
15812,0.33599999999999997,8,3436.91192594882,15812,pos
15814,-0.6636,6,3662.266501268425,15814,neg
15818,-13.9319,180,3042.304480288155,15818,neg
15821,1.5267,8,3046.733581147805,15821,pos
15824,0.6307999999999998,16,3335.90914434685,15824,pos
15827,0.0,9,3555.272066275853,15827,neu
15847,0.501,27,3665.154787709148,15847,pos
15848,1.8542999999999998,10,3264.3835950138214,15848,pos
15853,1.2928,19,3181.393080804852,15853,pos
15859,1.6847999999999999,27,3599.685405665954,15859,pos
15876,0.0,4,3327.474435246124,15876,neu
15930,0.46399999999999997,6,2994.0309620983076,15930,pos
18276,1.6352,9,3565.0084645778697,18276,pos
18293,1.2487,4,3286.2815446607965,18293,pos
18295,-6.9292,75,3521.7986963175586,18295,neg
18297,1.0875,12,3468.823492580448,18297,pos
18307,2.3775,18,3335.842379232476,18307,pos
18311,1.3189000000000002,5,2929.3064691362097,18311,pos
18319,-0.1643000000000001,14,3278.8246191868348,18319,neg
18323,1.1307,10,3306.599951774743,18323,pos
18324,1.0373999999999999,13,3307.387094959319,18324,pos
18326,-0.06530000000000014,30,3501.3913340842687,18326,neg
18328,3.0530999999999997,35,3541.0039892191926,18328,pos
18331,-0.09900000000000014,43,3645.1403721787337,18331,neg
18336,-0.022500000000000075,14,3285.0377642764383,18336,neu
18340,3.1667,17,3461.389995613335,18340,pos
18341,-0.9263,7,3215.116585566916,18341,neg
18344,1.3062999999999998,11,3665.462764050897,18344,pos
18348,12.553099999999999,72,3358.79855701842,18348,pos
18355,-0.4404,4,3654.9542124743466,18355,neg
18359,1.8532,7,3640.334092043625,18359,pos
18361,1.4186,21,3128.638279266006,18361,pos
18362,1.0278,15,3365.7961188500267,18362,pos
18365,-0.08800000000000002,66,3519.544208343429,18365,neg
18369,3.0074,33,3361.5306155296457,18369,pos
18371,-0.13739999999999997,14,3612.502585007948,18371,neg
18372,0.9485999999999999,30,3406.120633062504,18372,pos
18374,0.6534,11,3497.911850425592,18374,pos
18376,1.2838,4,3333.470269848314,18376,pos
18377,1.2142,15,3329.9855066717123,18377,pos
18382,-0.017000000000000015,7,3522.64238616575,18382,neu
18386,1.5017,6,3609.487077767441,18386,pos
18387,-0.6963,9,2971.154174288992,18387,neg
18388,1.7915,8,3619.673240680369,18388,pos
18394,0.0,20,3370.1631823795624,18394,neu
18401,0.9134,19,3496.467715440302,18401,pos
18408,3.4669,38,3369.807906770938,18408,pos
18411,0.22100000000000009,4,3190.6247950563443,18411,pos
18413,-0.2899,15,3567.804671459008,18413,neg
18419,-0.8833,13,3599.5859136031486,18419,neg
18427,0.8329999999999999,17,3352.2876763285494,18427,pos
18441,4.6122,93,3353.3529101929666,18441,pos
18442,1.7494,13,3169.677452962246,18442,pos
18443,-0.1598000000000001,30,3375.2142995777654,18443,neg
18444,1.3016,26,3589.349014906967,18444,pos
18445,2.0130999999999997,9,3413.8032380874097,18445,pos
18446,4.977600000000001,44,3188.7763224741666,18446,pos
18447,1.4313,24,3506.512907764185,18447,pos
18455,3.6308999999999996,25,3364.340366115107,18455,pos
18460,3.9549,30,3470.919637496186,18460,pos
18463,-0.5395000000000001,28,3654.880657132641,18463,neg
18466,1.1147,25,3205.493073575877,18466,pos
18467,-0.4265,20,3344.693992626063,18467,neg
18473,4.4269,58,2984.930327298538,18473,pos
18474,1.051,36,2948.712105933961,18474,pos
18475,0.8382,16,3511.0594203323644,18475,pos
18476,0.13439999999999996,14,3517.6479442268515,18476,pos
18481,2.4354,20,3292.5640035720853,18481,pos
18487,1.1792,20,3422.022462565675,18487,pos
18490,1.6197,18,3505.224352798456,18490,pos
18491,2.635,11,3108.259400059789,18491,pos
18496,2.5773,11,3417.7322957459965,18496,pos
18500,1.9148,9,3409.0809006500594,18500,pos
18501,4.6396999999999995,89,2979.358031292837,18501,pos
18578,-0.4528,47,3134.9020630129053,18578,neg
20946,0.5848,13,3651.5588243601305,20946,pos
20949,1.6206999999999998,24,3409.1829745096943,20949,pos
20951,8.172699999999999,50,3317.061908066002,20951,pos
20954,2.2237999999999998,20,3481.185344963235,20954,pos
20955,1.8806,18,3080.1105080064312,20955,pos
20956,1.3258999999999999,7,3291.030377702273,20956,pos
20969,2.5278,84,3588.826432947348,20969,pos
20972,-0.0701,9,3262.33630577416,20972,neg
20973,3.3449,66,2993.3814351492856,20973,pos
20975,2.7331000000000003,29,3027.846325815746,20975,pos
20976,2.9417999999999997,18,3198.2188660771794,20976,pos
20984,0.296,44,2619.7565056729472,20984,pos
20985,1.7832999999999999,19,3519.4189713693454,20985,pos
